Date,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Biking duration (ms),Inactive duration (ms),Walking duration (ms),Running duration (ms),Paced walking duration (ms)
11/26/2022,27,1610.670581,900.2887831,1,1,,,,,0.518375577,1.257098555,0.264571021,1871,,,,,,1061344,,
11/25/2022,24,1600.708522,891.8428955,,,,,,,0.384383411,1.18268483,0.274369947,1802,,,,,,901557,,
11/24/2022,29,1658.69399,1092.203623,4,4,,,,,0.466407523,1.229560841,0.254772094,2060,,,,,,1363342,207857,
11/23/2022,4,1552.235214,276.9176683,,,,,,,0.396564361,0.73230413,0.254772094,647,,,,,,124069,,
11/22/2022,16,1583.426675,580.8873095,,,,,,,0.415383085,1.124918129,0.264571021,1333,,,,,,624365,,
11/21/2022,15,1586.608532,737.1037565,4,4,,,,,0.426379145,1.238067455,0.254772094,1500,,,,,,675400,,
11/20/2022,77,1627.972965,2565.421943,,,,,,,0.419064288,1.167826792,0.247191535,5218,,,,,,1338866,,
11/19/2022,50,1705.136761,2258.13041,12,12,,,,,0.434939491,1.157176435,0.281758284,4240,,,,,,2576535,,
11/18/2022,19,1644.241437,881.5297297,4,4,,,,,0.488571776,1.216193958,0.254334074,1733,,,,,,1059414,239868,
11/17/2022,19,1579.792815,596.9296452,,,,,,,0.464869342,0.962126767,0.254772094,1239,,,,,,566080,,
11/16/2022,29,1632.995561,953.5595432,,,,,,,0.478165967,0.96738063,0.251541187,2007,,,,,,1419426,,
11/15/2022,10,1565.113075,354.0325401,,,,,,,0.371069183,0.8396301,0.274369947,856,,,,,,330624,,
11/14/2022,41,1689.415223,442.811606,33,33,,,,,0.425027125,1.046501702,0.274369947,1096,,,,2076750,,106976,,
11/13/2022,120,1961.917857,5621.877407,24,24,,,,,0.516656573,1.381352014,0.264571021,9375,,,,,,6695178,,
11/12/2022,144,1881.613007,6904.610749,41,41,,,,,0.511951794,1.261019374,0.249689526,11815,,,,,,5030536,167160,
11/11/2022,193,2121.290658,9529.184125,60,60,,,,,0.464815567,1.326374723,0.246862847,15671,,,,,,9251440,,
11/10/2022,15,1579.829832,577.514153,,,,,,,0.395013314,1.160522978,0.254772094,1330,,,,,,566673,,
11/9/2022,25,1601.160919,714.1864309,,,,,,,0.448196553,1.165050514,0.257251061,1554,,,,,,908814,,
11/8/2022,13,1583.215348,538.8317559,,,,,,,0.344227263,0.734919487,0.254772094,1161,,,,,,620975,,
11/7/2022,46,1717.998687,3127.088391,41,41,,,,,0.442883694,1.258684364,0.264571021,5046,,,,,,2782833,,
11/6/2022,33,1626.365635,1455.694771,9,9,,,,,0.43166176,1.203769373,0.269201283,2901,,,,,,1313085,,
11/5/2022,40,1654.557788,2170.843346,13,13,,,,,0.49473148,1.325812706,0.254772094,4066,,,,,,1765273,,
11/4/2022,31,1638.880627,1045.549726,,,,,,,0.401772145,0.801002182,0.254772094,2281,,,,,,1513819,,
11/3/2022,71,1808.071491,3835.815612,53,53,,,,,0.410954996,1.294665093,0.269342212,6304,,,,609045,,3577266,,
11/2/2022,59,1752.116511,3824.630996,47,47,,,,,0.395913701,1.302892743,0.293967772,6066,,,,,,3330066,,
11/1/2022,52,1722.706341,2556.798421,11,11,,,,,0.431235192,1.486275209,0.264571021,4491,,,,,,2858341,,
10/31/2022,16,1551.41343,576.7244998,,,,,,,0.379268229,1.057822907,0.254772094,1103,,,,,,110888,,
10/30/2022,35,1630.998015,1304.212396,3,3,,,,,0.465215934,1.222492993,0.252234461,2457,,,,,,1387386,,
10/29/2022,56,1730.726271,3419.389654,40,40,,,,,0.386394567,1.266586892,0.254772094,5670,,,,,,2986978,,
10/28/2022,8,1572.068682,377.3677561,,,,,,,0.362090217,0.815767947,0.264571021,968,,,,,,442188,,
10/27/2022,13,1544.5,511.0963886,,,,,,,0.398375866,0.924472816,0.274369947,1178,,,,,,,,
10/26/2022,87,1682.633759,2887.805865,,,,,,,0.430085356,1.197732743,0.254772094,5486,,,,,,1530838,303951,
10/25/2022,44,1668.588261,1759.990066,1,1,,,,,0.480169472,1.179051808,0.274369947,3076,,,,,,1990315,,
10/24/2022,15,1553.667541,536.056212,,,,,,,0.483626875,0.923034375,0.266034224,1059,,,,,,147044,,
10/23/2022,18,1579.211506,921.390343,8,8,,,,,0.35374839,1.224870195,0.254772094,1652,,,,,,556755,,
10/22/2022,16,1573.245651,478.3119028,,,,,,,0.445243058,0.926849226,0.245933079,1062,,,,,,461066,,
10/21/2022,17,1580.865835,742.9606959,,,,,,,0.327453542,0.916640912,0.264571021,1488,,,,,,583290,,
10/20/2022,8,1557.017491,269.2745055,,,,,,,0.289875635,0.62105869,0.264571021,693,,,,,,200775,,
10/19/2022,23,1560.867338,752.6116126,,,,,,,0.42313484,0.836337311,0.274369947,1530,,,,,,262524,,
10/18/2022,9,1557.415282,410.6615554,,,,,,,0.412472356,0.956649261,0.284168874,934,,,,,,207154,,
10/17/2022,8,1553.106438,317.4852248,,,,,,,0.513229792,0.724755249,0.253959695,808,,,,,,138043,,
10/16/2022,16,1589.030082,602.3353315,,,,,,,0.369434289,1.008701749,0.254772094,1296,,,,,,714241,,
10/15/2022,20,1588.891092,980.058869,7,7,,,,,0.471665219,1.185553572,0.274369947,1774,,,,,,712012,,
10/14/2022,8,1558.492514,236.3501118,,,,,,,0.307704412,0.532127145,0.284168874,629,,,,,,224433,,
10/13/2022,16,1597.717472,755.5677214,,,,,,,0.355829774,1.043989561,0.274369947,1607,,,,,,853582,,
10/12/2022,10,1559.959954,303.326034,,,,,,,0.405755189,0.992631624,0.254772094,701,,,,,,247970,,
10/11/2022,14,1580.884694,590.4134499,,,,,,,0.467863798,1.097099874,0.249125255,1158,,,,,,583592,,
10/10/2022,28,1601.265242,943.5008424,1,1,,,,,0.482610735,1.256487174,0.274369947,1914,,,,,,910486,,
10/9/2022,45,1692.993311,1976.286401,9,9,,,,,0.518077947,1.304177635,0.264571021,3426,,,,,,2381760,,
10/8/2022,25,1594.867117,1168.111945,8,8,,,,,0.419127036,1.205618272,0.264571021,2184,,,,,,807864,,
10/7/2022,16,1574.974924,800.5259392,4,4,,,,,0.330909299,1.191493539,0.254772094,1578,,,,,,488803,,
10/6/2022,11,1580.811907,468.5846744,,,,,,,0.436182002,0.750417249,0.264571021,953,,,,,,582425,,
10/5/2022,42,1631.033696,1571.910372,1,1,,,,,0.416501987,1.159533466,0.268218789,3139,,,,,,1387958,,
10/4/2022,12,1552.065569,444.0926149,,,,,,,0.334222018,0.709182947,0.274369939,1154,,,,,,121348,,
10/3/2022,19,1566.57783,614.419994,,,,,,,0.396779624,0.6278724,0.264570999,1531,,,,,,354118,,
10/2/2022,16,1547.904219,628.1188427,,,,,,,0.388359423,0.821049138,0.247579899,1636,,,,,,54602,,
10/1/2022,21,1604.010422,877.1301765,,,,,,,0.48567662,1.099212085,0.252630022,1933,,,,,,954519,,
9/30/2022,13,1587.44858,457.1283972,,,,,,,0.526030724,0.855143835,0.284168847,1214,,,,,,688874,,
9/29/2022,13,1563.513678,472.4085178,,,,,,,0.449728115,1.170747975,0.254772075,928,,,,,,304970,,
9/28/2022,4,1572.108956,230.9947906,,,,,,,0.390285177,0.628049681,0.29396776,665,,,,,,442834,,
9/27/2022,17,1583.895542,489.587904,,,,,,,0.34454333,1.055996707,0.291168086,1090,,,,,,631885,,
9/26/2022,3,1551.392232,176.3806691,,,,,,,0.427878489,0.694832932,0.254772075,524,,,,,,110548,,
9/25/2022,41,1570.070001,1366.316573,,,,,,,0.375378169,1.202744061,0.254772075,2748,,,,,,410130,,
9/24/2022,44,1635.377762,1972.486817,11,11,,,,,0.34336835,1.25067705,0.254772075,3428,,,,,,1457634,,
9/23/2022,13,1568.653614,509.1521974,,,,,,,0.328653728,0.634405766,0.254772075,1004,,,,,,387412,,
9/22/2022,6,1546.821393,242.3377727,,,,,,,0.532882556,0.879936256,0.252984313,697,,,,,,37234,,
9/21/2022,25,1637.652633,358.6406937,16,16,,,,,0.386134898,0.625463387,0.264402754,852,,,,1026384,,398229,,
9/20/2022,12,1560.472653,386.8616052,,,,,,,0.354543976,0.763552667,0.254772075,846,,,,,,256194,,
9/19/2022,5,1563.875461,308.4495857,,,,,,,0.332531567,0.730354702,0.254772075,702,,,,,,310773,,
9/18/2022,80,1795.350296,4633.85516,47,47,,,,,0.462059635,1.267544129,0.264570999,7566,,,,,,4023515,,
9/17/2022,8,1546.406543,359.5594206,,,,,,,0.328635524,0.650851166,0.264570999,898,,,,,,30580,,
9/16/2022,10,1570.759287,414.2794776,,,,,,,0.518620775,1.159752206,0.29396776,799,,,,,,421186,,
9/15/2022,13,1580.832303,352.7613453,,,,,,,0.429140542,0.815570289,0.284168847,850,,,,,,582752,,
9/14/2022,15,1551.39034,534.5076691,,,,,,,0.505286599,0.886689528,0.284168847,1060,,,,,,110517,,
9/13/2022,27,1624.371036,1247.025033,9,9,,,,,0.430405253,1.222975751,0.254772075,2166,,,,,,1281093,,
9/12/2022,15,1547.123398,442.2340422,,,,,,,0.439622565,0.81401298,0.293967762,862,,,,,,42078,,
9/11/2022,39,1544.5,1450.215155,6,6,,,,,0.450236974,1.21608406,0.284168847,2676,,,,,,,,
9/10/2022,21,1561.698043,1078.139071,10,10,,,,,0.501280407,1.189794743,0.258063326,1922,,,,,,275848,,
9/9/2022,25,1608.687389,1110.101812,7,7,,,,,0.511799906,1.182390337,0.264570999,2017,,,,,,1029533,,
9/8/2022,9,1547.53359,352.2338406,,,,,,,0.415833018,0.813917306,0.254772075,839,,,,,,48658,,
9/7/2022,15,1564.841597,481.4350219,,,,,,,0.546738336,0.955360234,0.264570981,918,,,,,,326269,,
9/6/2022,14,1557.646946,486.300209,,,,,,,0.355530089,0.829160631,0.254772067,869,,,,,,210872,,
9/5/2022,20,1581.15875,596.0659436,,,,,,,0.439345217,0.838429987,0.255826384,1204,,,,,,587989,,
9/4/2022,12,1573.202933,507.1846728,,,,,,,0.476796008,0.80277288,0.264570981,1198,,,,,,460382,,
9/3/2022,17,1605.415298,471.6216974,4,4,,,,,0.530283842,1.082093477,0.258244038,1121,,,,332186,,622370,,
9/2/2022,4,1559.88204,107.0042709,,,,,,,0.408504381,0.598576963,0.284168839,441,,,,,,246721,,
9/1/2022,32,1657.682084,552.8470685,21,21,,,,,0.401939341,1.167826772,0.254772067,1400,,,,1295621,,432023,,
8/31/2022,20,1586.446805,890.8604889,5,5,,,,,0.524607324,1.346721411,0.249125227,1692,,,,,,672808,,
8/30/2022,17,1566.975168,499.3488765,,,,,,,0.526769745,0.766872525,0.293967754,1047,,,,,,360491,,
8/29/2022,11,1559.269768,333.5913272,,,,,,,0.409544078,1.061124563,0.264570981,835,,,,,,236900,,
8/28/2022,17,1587.624905,815.3587513,,,,,,,0.531782054,1.251576543,0.274369925,1661,,,,,,691704,,
8/27/2022,15,1598.712183,673.6216229,,,,,,,0.387106688,1.157057285,0.254772067,1610,,,,,,869538,,
8/26/2022,8,1556.498657,327.5395185,,,,,,,0.47928592,0.830116451,0.282710433,650,,,,,,192453,,
8/25/2022,14,1574.924941,488.4459337,,,,,,,0.432659367,0.815621912,0.254772067,1031,,,,,,488000,,
8/24/2022,10,1573.143511,387.9408798,,,,,,,0.490172005,0.873623908,0.274369925,862,,,,,,459429,,
8/23/2022,11,1585.208195,415.0825083,,,,,,,0.440215145,0.74540174,0.274369925,846,,,,,,652939,,
8/22/2022,13,1577.368004,541.6161805,,,,,,,0.448455744,1.033465505,0.254772067,1140,,,,,,527188,,
8/21/2022,53,1647.659485,2195.962702,14,14,,,,,0.494409913,1.17982173,0.254772067,3808,,,,,,1654630,,
8/20/2022,16,1627.188414,882.6656872,3,3,,,,,0.421162219,1.239057779,0.252234459,1884,,,,,,1326283,,
8/19/2022,9,1566.376486,336.9597839,,,,,,,0.350417443,0.711734176,0.254772067,724,,,,,,350890,,
8/18/2022,8,1577.233917,281.574733,,,,,,,0.414892935,0.736282945,0.293967754,644,,,,,,525036,,
8/17/2022,12,1564.870214,319.4251392,,,,,,,0.477103342,0.870259106,0.254772067,724,,,,,,326729,,
8/16/2022,5,1562.369333,199.7995944,,,,,,,0.387598052,0.940992177,0.254772067,457,,,,,,286616,,
8/15/2022,31,1603.437991,1395.917506,7,7,,,,,0.506686605,1.33809042,0.254772067,2501,,,,,,945338,,
8/14/2022,21,1623.65243,576.0415959,,,,,,,0.343269955,1.076636434,0.293967754,1165,,,,,,1269567,,
8/13/2022,2,1555.428422,108.1801456,,,,,,,0.338341592,0.459324658,0.270508707,334,,,,,,175287,,
8/12/2022,26,1622.919554,1325.323228,7,7,,,,,0.344406221,2.113609314,0.254772067,2340,,,,,,1257812,,
8/11/2022,54,1739.243927,3132.039629,27,27,,,,,0.657226869,1.279446244,0.293967754,4954,,,,,,3123599,,
8/10/2022,24,1631.907701,1553.215324,17,17,,,,,0.564032863,1.270531058,0.293967783,2505,,,,,,1401977,,
8/9/2022,11,1568.380618,462.1332593,2,2,,,,,0.356907966,1.153122067,0.254772067,880,,,,,,383034,,
8/8/2022,1,1545.41175,77.01955795,,,,,,,0.288463189,0.293967783,0.264570981,153,,,,,,14625,,
8/7/2022,121,1749.840771,4676.625957,4,4,,,,,0.559478908,1.257468224,0.259383321,8567,,,,,,3155277,61383,
8/6/2022,30,1659.532492,1515.719446,5,5,,,,,0.598242319,1.272511482,0.261647046,2711,,,,,,1845064,,
8/5/2022,13,1556.394857,457.931035,,,,,,,0.476932882,0.789486945,0.264570981,966,,,,,,190788,,
8/4/2022,13,1562.780411,503.64045,,,,,,,0.567358189,0.838559031,0.293967754,1104,,,,,,155588,61088,
8/3/2022,7,1559.777282,247.454741,,,,,,,0.378545965,0.986955643,0.274369925,560,,,,,,245041,,
8/2/2022,21,1560.975892,751.7870629,,,,,,,0.545353674,0.980407596,0.254772067,1638,,,,,,264266,,
8/1/2022,22,1570.613815,783.6000524,,,,,,,0.469270567,1.170748353,0.254772067,1623,,,,,,418854,,
7/31/2022,19,1612.233418,1072.197615,7,7,,,,,0.516737245,1.205618262,0.254772067,2059,,,,,,1086413,,
7/30/2022,15,1616.201356,676.9621272,,,,,,,0.489070797,1.306564093,0.254772067,1575,,,,,,1013408,60655,
7/29/2022,13,1575.976551,604.5742421,5,5,,,,,0.394208258,1.23205173,0.254772067,1229,,,,,,504869,,
7/28/2022,24,1625.218015,836.4974482,,,,,,,0.372584102,1.069905758,0.264570981,1770,,,,,,1294679,,
7/27/2022,12,1577.202542,351.0646306,,,,,,,0.474686023,0.714467168,0.293967754,808,,,,,,524534,,
7/26/2022,11,1572.650519,309.8420452,,,,,,,0.457427078,0.757927954,0.254772067,655,,,,,,451520,,
7/25/2022,19,1571.827189,825.8272309,3,3,,,,,0.40325044,1.254884601,0.256537914,1568,,,,,,438316,,
7/24/2022,31,1566.744574,1131.808354,,,,,,,0.419927118,0.886012018,0.254772067,2362,,,,,,356792,,
7/23/2022,74,1771.487586,4686.842077,50,50,,,,,0.553973047,1.373130441,0.254772067,7498,,,,,,3640768,,
7/22/2022,10,1560.505835,341.1852806,,,,,,,0.533299239,0.725249469,0.246592104,840,,,,,,256728,,
7/21/2022,22,1620.059062,1126.286629,8,8,,,,,0.413501874,1.190060735,0.264570981,2026,,,,,,1211930,,
7/20/2022,13,1578.674945,543.7359204,,,,,,,0.529248654,0.89735204,0.257007658,1115,,,,,,548150,,
7/19/2022,7,1555.233677,290.5813813,,,,,,,0.435303787,0.849533916,0.254772067,714,,,,,,172165,,
7/18/2022,14,1556.353887,531.6177641,,,,,,,0.686808081,1.171509624,0.274369925,1215,,,,,,190132,,
7/17/2022,59,1666.63085,2439.617545,2,2,,,,,0.453757272,1.280811906,0.271101028,5158,,,,,,1958921,,
7/16/2022,13,1582.893846,550.5610207,,,,,,,0.456177104,1.182390332,0.259671152,1241,,,,,,615821,,
7/15/2022,12,1589.454516,478.653167,,,,,,,0.427943155,0.820962608,0.254772067,1053,,,,,,721050,,
7/14/2022,32,1601.749998,1061.797401,,,,,,,0.420769325,1.222493052,0.264570981,2087,,,,,,918263,,
7/13/2022,10,1563.879078,363.3624921,,,,,,,0.523136082,0.829019368,0.255624175,776,,,,,,310832,,
7/12/2022,8,1566.835239,238.1139069,,,,,,,0.417146641,0.636544466,0.286670715,659,,,,,,358247,,
7/11/2022,5,1559.177483,218.5860329,,,,,,,0.406326368,0.954632342,0.264570981,524,,,,,,235420,,
7/10/2022,14,1544.49997,612.7216249,,,,,,,0.424717274,1.012037754,0.264570981,1461,,,,,,,,
7/9/2022,89,1733.813553,3940.482895,13,13,,,,,0.466848651,1.358728528,0.254772067,7066,,,,,,3036496,,
7/8/2022,15,1553.46188,508.0610555,,,,,,,0.397800804,0.861949682,0.254772067,1233,,,,,,143745,,
7/7/2022,12,1589.469599,866.3203287,7,7,,,,,0.363634516,1.206436038,0.254772067,1636,,,,,,721291,,
7/6/2022,8,1553.519875,308.8122663,,,,,,,0.32460822,0.833521247,0.293967754,743,,,,,,144676,,
7/5/2022,15,1549.388001,492.3770711,,,,,,,0.424120542,0.946943939,0.254772067,1055,,,,,,78403,,
7/4/2022,19,1567.81922,525.9198682,,,,,,,0.452884225,0.852629304,0.270347893,1053,,,,,,374029,,
7/3/2022,52,1632.548374,2311.235889,12,12,,,,,0.45966839,1.195327878,0.251197577,4438,,,,,,1412254,,
7/2/2022,79,1787.608676,4131.905162,35,35,,,,,0.47877228,1.342553258,0.254772067,7201,,,,,,3899346,,
7/1/2022,77,1790.110786,3832.5218,52,52,,,,,0.424022871,1.342365742,0.254772067,6140,,,,767172,,3120350,,
6/30/2022,18,1605.833854,1039.830829,8,8,,,,,0.410759198,1.191570044,0.254772067,1917,,,,,,983766,,
6/29/2022,12,1566.55627,441.447371,,,,,,,0.384282157,0.846897185,0.254772067,912,,,,,,353773,,
6/28/2022,4,1555.641065,185.7955207,,,,,,,0.509144736,0.896402895,0.254772067,544,,,,,,178699,,
6/27/2022,10,1561.761465,398.2062154,,,,,,,0.384864348,0.90092665,0.293967783,877,,,,,,276867,,
6/26/2022,63,1775.510203,4003.571091,42,42,,,,,0.40630832,1.861505508,0.264570981,6304,,,,,,3705290,,
6/25/2022,59,1762.068712,3730.751099,43,43,,,,,0.470717915,1.407433271,0.293967754,5977,,,,,,3489696,,
6/24/2022,24,1622.47588,1276.989568,12,12,,,,,0.53643975,1.209162831,0.254772067,2231,,,,,,1250694,,
6/23/2022,74,1776.057747,4280.58672,42,42,,,,,0.500459525,1.315152526,0.264570981,6874,,,,,,3714073,,
6/22/2022,55,1753.18285,3808.456672,40,40,,,,,0.681086875,1.377426147,0.254772067,6014,,,,,,3347172,,
6/21/2022,6,1562.842991,378.6305071,,,,,,,0.390420878,0.773599505,0.274369925,904,,,,,,294214,,
4/22/2024,62,1870.233258,4114.532207,43,43,,,,,0.54010738,1.443437953,0.295217915,6099,79,79,79,,,3506008,,
6/19/2022,42,1650.310369,1800.380816,10,10,,,,,0.41644145,1.259008408,0.251177877,3229,,,,,,1586233,,
6/18/2022,22,1593.385742,856.0617418,1,1,,,,,0.490870764,1.207525849,0.251177877,1634,,,,,,655929,,
6/17/2022,31,1683.096684,323.302247,25,25,,,,,0.467471265,1.045294404,0.271272093,736,,,,1639133,,371303,,
6/16/2022,6,1569.09666,340.6071938,,,,,,,0.35975351,0.771057665,0.251177877,679,,,,,,258980,,
6/15/2022,14,1589.891928,616.4504118,,,,,,,0.438646102,1.123606086,0.261225015,1142,,,,,,598830,,
6/14/2022,10,1593.564984,461.0095237,,,,,,,0.461753216,0.997039795,0.281455696,959,,,,,,658859,,
6/13/2022,6,1555.113469,331.0232143,,,,,,,0.338606711,0.702322662,0.291366339,715,,,,,,30455,,
6/12/2022,39,1639.004474,1624.037125,,,,,,,0.403859974,1.088461995,0.251177877,3075,,,,,,1401464,,
6/11/2022,46,1686.467557,1874.315764,1,1,,,,,0.508066643,1.610637307,0.271272093,3144,,,,,,1852409,143703,
6/10/2022,68,1736.382842,2707.383354,3,3,,,,,0.421340707,1.211011887,0.251177877,4819,,,,,,2992896,,
6/9/2022,52,1695.762735,2109.961093,,,,,,,0.577231265,1.101085424,0.265173137,3792,,,,,,2329049,,
6/8/2022,55,1754.527097,1128.658481,35,35,,,,,0.40610949,1.271803141,0.251177877,2058,,,,1909117,,1250303,,
6/7/2022,9,1570.781044,374.8264254,,,,,,,0.369545926,0.770385921,0.251177877,874,,,,,,286506,,
6/6/2022,22,1626.628626,1165.659473,9,9,,,,,0.444470381,1.271529198,0.301413447,2035,,,,,,1199209,,
6/5/2022,17,1598.825901,642.7092023,,,,,,,0.423066902,1.042330623,0.251177877,1606,,,,,,744835,,
6/4/2022,40,1687.412686,2104.274227,4,4,,,,,0.490475006,1.154677391,0.251177877,3566,,,,,,2192588,,
6/3/2022,28,1664.590097,1498.753125,12,12,,,,,0.559299042,1.229144573,0.281319231,2610,,,,,,1819604,,
6/2/2022,19,1585.771546,696.9003557,,,,,,,0.458012539,0.976111829,0.251177877,1277,,,,,,531491,,
6/1/2022,18,1575.986605,610.2256422,,,,,,,0.503183584,0.856567681,0.291366339,1198,,,,,,371578,,
5/31/2022,21,1621.835908,1169.589643,10,10,,,,,0.489522544,1.308181882,0.271272093,1933,,,,,,1120883,,
5/30/2022,17,1590.105847,807.4739028,2,2,,,,,0.43299639,1.325815082,0.281319231,1489,,,,,,602327,,
5/29/2022,32,1640.596522,1440.920808,12,12,,,,,0.627634196,1.225677133,0.301413447,2610,,,,,,1427482,,
5/28/2022,33,1670.707745,1313.507139,2,2,,,,,0.475563605,1.240087628,0.251177877,2611,,,,,,1919583,,
5/27/2022,23,1620.163933,1222.607698,7,7,,,,,0.51516968,1.203466773,0.301413447,2072,,,,,,1093557,,
5/26/2022,33,1650.227006,1654.70401,11,11,,,,,0.342745258,1.325917959,0.281319231,2816,,,,,,1584870,,
5/25/2022,25,1633.176576,1161.44714,5,5,,,,,0.375016852,1.233679533,0.278673708,2005,,,,,,1306220,,
5/24/2022,32,1553.249934,1153.483711,,,,,,,0.400819887,1.266258836,0.261225015,2201,,,,,,,,
5/23/2022,46,1683.283372,458.8365393,32,32,,,,,0.416693064,1.192146659,0.271272093,974,,,,1989621,,,,
5/22/2022,20,1629.532116,584.2285749,8,8,,,,,0.461480861,1.054792762,0.261225015,1464,,,,530547,,679986,,
5/21/2022,73,1812.231144,4444.444839,54,54,,,,,0.560495863,1.324959159,0.261225015,6986,,,,273993,,3939813,,
5/20/2022,28,1616.84376,818.2174854,,,,,,,0.48043181,0.854594111,0.301413447,1594,,,,,,1039297,,
5/19/2022,15,1590.077591,619.7061082,,,,,,,0.328407897,0.743831575,0.251177877,1174,,,,,,601865,,
5/18/2022,27,1620.584965,1034.692471,1,1,,,,,0.482071262,1.245264411,0.301413447,1878,,,,,,1100440,,
5/17/2022,11,1595.465415,459.5562142,,,,,,,0.317528604,1.150135517,0.261225015,995,,,,,,689918,,
5/16/2022,2,1567.724324,99.46644878,,,,,,,0.396355963,0.77395761,0.301413476,299,,,,,,236551,,
5/15/2022,34,1571.478143,1618.239972,8,8,,,,,0.564060915,1.294782877,0.261225015,2900,,,,,,297898,,
5/14/2022,37,1572.231495,1581.395687,8,8,,,,,0.467396134,1.280225396,0.251177877,2803,,,,,,310210,,
5/13/2022,28,1635.108274,1412.655429,10,10,,,,,0.65297283,1.22444284,0.251177877,2366,,,,,,1337790,,
5/12/2022,22,1629.451493,1111.729205,5,5,,,,,0.372814081,2.084074259,0.251177877,2006,,,,,,1244146,,
5/11/2022,19,1601.911788,714.8786387,,,,,,,0.348782607,1.231060266,0.261225015,1400,,,,,,393548,177772,
5/10/2022,15,1617.123056,584.2693309,,,,,,,0.689926496,1.004141212,0.291366339,1376,,,,,,1043863,,
5/9/2022,17,1625.210796,1086.155156,6,6,,,,,0.294744749,1.218737602,0.251177877,1901,,,,,,1176039,,
5/8/2022,26,1630.48725,1534.913948,15,15,,,,,0.398720243,1.292095542,0.291366339,2698,,,,,,1262271,,
5/7/2022,53,1728.645724,3433.979792,40,40,,,,,0.611167918,1.301629305,0.271272093,5503,,,,,,2866450,,
5/6/2022,22,1615.145523,1110.474335,9,9,,,,,0.441381212,1.166308522,0.251177877,1987,,,,,,1011544,,
5/5/2022,14,1602.360703,859.2168227,6,6,,,,,0.50752352,1.296024084,0.291366339,1588,,,,,,802605,,
5/4/2022,29,1675.217107,876.6824827,18,18,,,,,0.334227328,1.19906199,0.271272093,1737,,,,941307,,987874,,
5/3/2022,46,1694.150222,1063.504978,26,26,,,,,0.552737838,1.201697469,0.251177877,1916,,,,1232507,,986264,,
5/2/2022,12,1610.830332,648.8598294,,,,,,,0.422592415,1.134925127,0.251177877,1399,,,,,,804492,60418,
5/1/2022,28,1624.387919,1430.546029,10,10,,,,,0.542700446,1.256791234,0.251177877,2608,,,,,,1162590,,
4/30/2022,58,1713.818832,2729.208127,13,13,,,,,0.532189076,1.592960238,0.251177877,4541,,,,,,2624139,,
4/29/2022,24,1629.234463,1240.805483,9,9,,,,,0.355644819,1.239238739,0.251177877,2110,,,,,,1241796,,
4/28/2022,14,1567.925108,440.5864345,,,,,,,0.456660943,0.80880177,0.251177877,897,,,,,,239834,,
4/27/2022,8,1581.332701,358.7473602,,,,,,,0.346405307,0.726297557,0.261225015,887,,,,,,458950,,
4/26/2022,7,1588.954452,403.2041512,,,,,,,0.710659909,0.910648704,0.251177877,795,,,,,,447227,60309,
4/25/2022,12,1579.71094,620.3549417,3,3,,,,,0.372731128,1.276198506,0.271272093,1208,,,,,,432445,,
4/24/2022,7,1567.5517,343.4415739,,,,,,,0.461410518,1.12492156,0.261225015,1050,,,,,,233730,,
4/23/2022,47,1744.460321,929.6543496,36,36,15.53571987,76.87878418,15.53571987,76.87878418,0.437815092,1.272899389,0.258539081,1712,,,,1780410,,1223256,,
4/22/2022,6,1560.006313,243.5640267,,,,,,,0.504226678,0.966346264,0.251177877,576,,,,,,110418,,
4/21/2022,11,1588.974644,494.0201515,,,,,,,0.408934076,1.001866102,0.251177877,994,,,,,,583842,,
4/20/2022,6,1576.493375,262.8325522,,,,,,,0.407245581,0.675608337,0.251177877,591,,,,,,379861,,
4/19/2022,10,1578.185722,305.1188264,,,,,,,0.408408949,0.781538844,0.261225015,756,,,,,,407518,,
4/18/2022,13,1602.055825,767.0984961,7,7,15.5356493,76.87878418,15.53578568,76.87906647,0.447005387,1.191477418,0.281319231,1490,,,,,,797623,,
4/17/2022,8,1564.463585,406.8975015,,,,,,,0.469391312,1.014988184,0.261225015,1108,,,,,,183262,,
4/16/2022,20,1603.775601,777.9385043,,,,,,,0.727872505,2.165714264,0.271272093,1906,,,,,,825727,,
4/15/2022,48,1735.410103,2440.085901,16,16,,,,,0.519169474,1.169176221,0.261225015,4118,,,,,,2976997,,
4/14/2022,30,1671.476998,1364.856309,1,1,15.5360117,76.87876129,15.5360117,76.87876129,0.430752962,1.242468119,0.291366339,2471,,,,,,1932156,,
4/13/2022,3,1553.249948,270.2616025,,,,,,,0.361601899,0.646030188,0.261225015,791,,,,,,,,
4/12/2022,7,1566.063243,327.3350321,,,,,,,0.424180705,0.797126591,0.292761058,737,,,,,,209405,,
4/11/2022,6,1582.719903,270.1904211,,,,,,,0.38933901,0.614559472,0.271272093,687,,,,,,481620,,
4/10/2022,8,1596.520996,443.7167315,2,2,,,,,0.39892179,1.213759184,0.261225015,1071,,,,,,707168,,
4/9/2022,40,1696.078524,2364.105501,23,23,15.53564453,76.87828064,15.53595352,76.88132477,0.386997962,1.34167397,0.281319231,4014,,,,,,2334212,,
