Date,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Biking duration (ms),Inactive duration (ms),Walking duration (ms),Running duration (ms),Paced walking duration (ms)
3/19/2024,11,1575.750778,458.2591836,,,,,,,0.452583294,0.875527057,0.284168874,1090,,,,,,501247,,
3/18/2024,18,1544.5,553.0650135,,,,,,,0.370803241,0.979478695,0.267590979,1145,,,,,,,,
3/17/2024,66,1659.539213,2798.914331,7,7,,,,,1.034889231,10.70190525,0.264571021,4911,,,,,,1845172,,
3/16/2024,19,1548.918403,761.7520368,,,,,,,0.500048798,1.013451817,0.264571021,1800,,,,,,70869,,
3/15/2024,67,1747.169678,2886.127606,24,24,15.53439045,76.8770752,15.53553295,76.88162994,0.705707885,7.533987999,0.145872611,5462,,,,,,3250722,,
3/14/2024,25,1611.67336,855.3720656,,,,,,,0.541277221,1.612120809,0.254772094,1732,,,,,,1077428,,
3/13/2024,39,1656.746582,2011.932564,16,16,15.53529358,76.87876129,15.53574848,76.88126373,0.383339134,1.282403105,0.254772094,3489,,,,,,1800378,,
3/12/2024,21,1603.146776,738.020341,,,,,,,0.372249118,1.121070154,0.254772094,1383,,,,,,940666,,
3/11/2024,12,1544.5,463.1992958,,,,,,,0.530994219,1.106807351,0.254772094,1052,,,,,,,,
3/10/2024,36,1644.253442,2142.239066,20,20,15.53412533,76.87751007,15.53424263,76.88153839,0.666674942,4.143854141,0.254772094,3819,,,,,,1599994,,
3/9/2024,65,1765.45325,3455.769872,26,26,15.53561401,76.87806702,15.53618526,76.8816452,0.437099576,1.252728659,0.264571021,5868,,,,,,3543980,,
3/8/2024,27,1596.097009,901.2820096,,,,,,,0.373836198,1.114983689,0.268327607,1900,,,,,,827591,,
3/7/2024,12,1572.720711,463.8811896,,,,,,,0.307887934,0.786160272,0.26177009,961,,,,,,452646,,
3/6/2024,6,1545.613119,242.0538208,,,,,,,0.422293293,0.674680198,0.259203947,623,,,,,,17854,,
3/5/2024,36,1671.662707,1960.709261,14,14,15.53567123,76.87852478,15.53577137,76.88137817,0.486917532,1.284953341,0.264571021,3415,,,,,,2039628,,
3/4/2024,41,1685.438016,2310.459181,24,24,15.53559875,76.8780899,15.53774452,76.88264465,0.498805914,1.256046072,0.293967771,3837,,,,,,2260576,,
3/3/2024,79,1732.957932,4186.299487,35,35,15.53551197,76.87747192,15.5358963,76.8815918,0.443911597,3.520577387,0.254772094,6810,,,,,,3022772,,
3/2/2024,59,1700.220255,2562.693025,15,15,15.53560066,76.87807465,15.53563404,76.87828064,0.524803268,1.339109155,0.256279617,4363,,,,,,2497676,,
3/1/2024,23,1597.274202,784.6513375,,,,,,,0.469655492,1.012037805,0.264571021,1568,,,,,,846473,,
2/29/2024,16,1571.542135,608.3221721,,,,,,,0.409401032,1.16588654,0.244701816,1341,,,,,,433742,,
2/28/2024,2,1556.092785,232.2345626,,,,,,,0.350518488,0.679133547,0.284168874,676,,,,,,185943,,
2/27/2024,35,1663.195872,1515.544876,12,12,15.53479099,76.87721252,15.53591537,76.88166809,0.341676957,1.186643316,0.254772094,2928,,,,,,1903823,,
2/26/2024,35,1589.586056,1145.433952,,,,,,,1.656755532,16.58292961,0.254772094,2411,,,,,,723158,,
2/25/2024,159,1802.77288,6795.12224,17,17,12.30961132,76.65865326,12.31091595,76.65897369,0.576862697,4.212716671,0.124377416,11325,,,,,,4142571,,
2/24/2024,117,1760.445566,5020.102446,20,20,12.31009293,76.65496063,12.31112099,76.65623474,0.566856017,1.28451053,0.264571021,8578,,,,,,3463661,,
2/23/2024,83,1671.742295,3590.780542,16,16,,,,,0.666915721,5.000054359,0.256309954,6167,,,,,,2040904,,
2/22/2024,13,1554.560909,505.0366817,,,,,,,0.375779824,1.696687818,0.254772094,1258,,,,,,161372,,
2/21/2024,35,1627.294087,1638.313147,14,14,,,,,0.413464214,1.222493006,0.254772094,2836,,,,,,1327977,,
2/20/2024,25,1639.41409,869.4459139,,,,,,,0.46543492,1.194322998,0.254772094,1608,,,,,,1522375,,
2/19/2024,29,1566.592453,1672.822435,14,14,,,,,0.393831103,1.237987923,0.264571021,2991,,,,,,354352,,
2/18/2024,64,1649.782615,2598.972743,13,13,,,,,0.423300692,1.214670648,0.254772094,4562,,,,,,1688681,,
2/17/2024,42,1683.793508,1973.444413,14,14,,,,,0.484429951,1.219073832,0.264571021,3428,,,,,,2234200,,
2/16/2024,47,1711.088191,2477.511236,21,21,15.53569317,76.87850189,15.53569317,76.87850189,0.573825164,1.278485812,0.274369947,4114,,,,,,2671993,,
2/15/2024,15,1623.322165,1085.610006,9,9,,,,,0.395165448,1.214670561,0.264571021,1973,,,,,,1264269,,
2/14/2024,70,1766.083269,3347.450519,27,27,15.53512096,76.87721252,15.53578377,76.88135529,0.500275956,1.21713045,0.254772094,5652,,,,,,3554088,,
2/13/2024,14,1548.239517,630.7059234,,,,,,,0.455243836,0.893120181,0.254772094,1314,,,,,,59980,,
2/12/2024,22,1593.276331,800.0491001,,,,,,,0.454054637,1.063705201,0.274369947,1728,,,,,,782348,,
2/11/2024,47,1709.22783,2647.172789,18,18,,,,,0.494796861,1.183596191,0.254772094,4649,,,,,,2642153,,
2/10/2024,128,1961.685056,5056.199269,71,71,15.77038574,76.75605774,16.1992569,77.34424591,0.866376867,5.671646691,0.246858895,5018,,,,3689835,,2751724,,
2/9/2024,112,1895.264382,3784.517106,36,36,,,,,0.426700486,1.306579285,0.254772094,6794,,,,1349131,,4185588,,
2/8/2024,20,1588.44294,613.4392696,,,,,,,0.421486665,0.850915051,0.254772094,1303,,,,,,704823,,
2/7/2024,22,1608.037156,1081.414862,9,9,15.53562832,76.87782288,15.53562832,76.87782288,0.376934838,1.19670398,0.254772094,2071,,,,,,1019105,,
2/6/2024,33,1682.570277,1456.48193,8,8,15.53562927,76.87785339,15.5356741,76.87911987,0.407230506,1.179591167,0.254772094,2680,,,,,,2214580,,
2/5/2024,18,1602.512289,603.4903314,,,,,,,0.351436473,0.721393388,0.249347684,1143,,,,,,930489,,
2/4/2024,62,1738.97476,2962.13054,21,21,15.53563023,76.87788391,15.5358572,76.8812027,0.482282695,1.226459698,0.25289728,4997,,,,,,3119280,,
2/3/2024,36,1644.675278,1764.824345,12,12,15.53514385,76.87721252,15.53586674,76.88124847,0.467042573,1.269934338,0.254772094,3256,,,,,,1606762,,
2/2/2024,61,1743.955856,3083.592123,24,24,,,,,0.481673964,1.268744941,0.254772094,5357,,,,,,3199173,,
2/1/2024,36,1655.996525,1766.481165,14,14,,,,,0.47676181,1.242263968,0.274369947,3057,,,,,,1788350,,
1/31/2024,30,1642.01505,1536.429942,15,15,,,,,0.583863931,1.185880216,0.293967772,2534,,,,,,1564094,,
1/30/2024,8,1555.489055,333.0914688,,,,,,,0.483687635,0.877142393,0.254772094,807,,,,,,176259,,
1/29/2024,13,1559.790934,343.9423269,,,,,,,0.34803111,0.623253288,0.274369947,907,,,,,,245259,,
1/28/2024,50,1628.959736,2104.429099,9,9,,,,,0.425086239,1.14878106,0.261003472,3764,,,,,,1354692,,
1/27/2024,46,1567.482602,2193.590583,15,15,,,,,0.405626704,1.202937726,0.247482372,3843,,,,,,368629,,
1/26/2024,45,1640.543427,2047.828062,16,16,,,,,0.382689311,1.183891816,0.265793672,3573,,,,,,1540489,,
1/25/2024,41,1642.937911,1416.94128,,,,,,,0.426905668,0.952590297,0.284168874,2669,,,,,,1578895,,
1/24/2024,58,1666.935273,2696.023354,11,11,,,,,0.501268804,1.600470393,0.264571021,4808,,,,,,1963801,,
1/23/2024,30,1610.84268,955.5209239,,,,,,,0.39478043,0.784316362,0.254772094,1894,,,,,,1064103,,
1/22/2024,13,1571.985387,504.4104994,,,,,,,0.319372847,0.905243315,0.254772094,1097,,,,,,440852,,
1/21/2024,59,1723.171969,3014.267125,17,17,,,,,0.48770228,1.218208115,0.24630859,5097,,,,,,2865812,,
1/20/2024,4,1544.5,335.6896773,,,,,,,0.367838849,0.878309801,0.254772094,866,,,,,,,,
1/19/2024,67,1644.934078,2748.32111,9,9,,,,,0.413249168,1.19017683,0.251884924,4904,,,,,,1610912,,
1/18/2024,24,1574.621794,773.2053176,,,,,,,0.441847637,0.953437734,0.254772094,1519,,,,,,483139,,
1/17/2024,14,1567.392737,439.8551405,,,,,,,0.422473101,0.911719216,0.264571021,905,,,,,,367189,,
1/16/2024,9,1565.497968,324.9040481,,,,,,,0.437028899,1.078064865,0.264571021,784,,,,,,336797,,
1/15/2024,13,1561.039042,481.8657002,,,,,,,0.481894685,1.064113945,0.274369947,1054,,,,,,265279,,
1/14/2024,33,1628.968101,1688.219406,16,16,,,,,0.610112393,1.202092447,0.254772094,3045,,,,,,1354827,,
1/13/2024,28,1556.655182,945.1887458,,,,,,,0.43313551,1.1479114,0.254772094,1876,,,,,,194964,,
1/12/2024,16,1615.646774,654.6286566,,,,,,,0.350223707,0.734919493,0.264571021,1445,,,,,,1141160,,
1/11/2024,6,1553.077198,321.7895017,,,,,,,0.419436585,0.884848893,0.254772094,835,,,,,,137574,,
1/10/2024,14,1588.07867,502.571738,,,,,,,0.46636601,1.158477859,0.254772094,1000,,,,,,698981,,
1/9/2024,29,1639.874388,1499.726784,6,6,,,,,0.344504228,1.159141107,0.274369947,2685,,,,,,1529759,,
1/8/2024,16,1593.006735,560.6064315,,,,,,,0.406584057,1.079431511,0.254772094,1356,,,,,,778024,,
1/7/2024,22,1591.676416,774.0521217,,,,,,,0.438177463,1.127746997,0.264571021,1577,,,,,,756686,,
1/6/2024,57,1614.084622,2816.694379,19,19,,,,,0.442965776,1.239579589,0.263578738,4851,,,,,,1116103,,
1/5/2024,35,1632.536246,1656.679663,9,9,,,,,0.410247993,1.246300776,0.254772094,2813,,,,,,1412059,,
1/4/2024,11,1555.580953,364.9673405,,,,,,,0.34587986,0.861094772,0.264571021,931,,,,,,177733,,
1/3/2024,8,1548.996835,272.9695481,,,,,,,0.415497982,0.64539673,0.29396779,668,,,,,,72127,,
1/2/2024,30,1633.581769,1069.195182,,,,,,,0.422680294,0.961420314,0.264571021,2155,,,,,,1428829,,
1/1/2024,43,1659.184098,1869.129485,8,8,,,,,0.422443659,1.202496735,0.278612948,3376,,,,,,1839477,,
12/31/2023,58,1726.433825,2891.64187,25,25,,,,,0.599691237,1.249255825,0.254733619,4950,,,,,,2918129,,
12/30/2023,22,1659.408908,1211.64433,10,10,,,,,0.504776391,1.196179425,0.264571021,2120,,,,,,1843082,,
12/29/2023,41,1637.317626,1366.786867,1,1,,,,,0.4152742,1.163825413,0.264571021,2663,,,,,,1488749,,
12/28/2023,27,1608.548923,953.5695248,,,,,,,0.383133628,1.077088166,0.27430072,2006,,,,,,1027313,,
12/27/2023,16,1600.390816,739.7524793,,,,,,,0.312002529,0.97220993,0.264571021,1502,,,,,,896461,,
12/26/2023,9,1569.374085,397.7033782,,,,,,,0.310443149,0.908714004,0.254772094,926,,,,,,398968,,
12/25/2023,38,1666.468799,1716.553143,7,7,,,,,0.551080333,1.282284989,0.293967771,3147,,,,,,1956320,,
12/24/2023,59,1672.558811,2012.445964,,,,,,,0.407868369,1.143103039,0.254772094,3987,,,,,,2054000,,
12/23/2023,31,1573.34129,1218.112554,5,5,,,,,0.377603118,1.24044521,0.264571021,2273,,,,,,462600,,
12/22/2023,29,1589.601163,1226.395286,4,4,,,,,0.394538438,1.205235101,0.267730237,2109,,,,,,723400,,
12/21/2023,56,1701.119547,2008.347163,1,1,,,,,0.564187191,1.143796252,0.257286695,3660,,,,,,2512101,,
12/20/2023,24,1613.048899,794.8963441,,,,,,,0.405342563,1.042439634,0.254772094,1784,,,,,,1099491,,
12/19/2023,17,1570.148253,483.4492373,,,,,,,0.446858826,1.055034173,0.254772094,1114,,,,,,411385,,
12/18/2023,21,1574.438396,708.296599,1,1,,,,,0.470981056,1.125409374,0.254772094,1416,,,,,,480197,,
12/17/2023,36,1653.508097,1662.444821,10,10,,,,,0.427783879,1.213164809,0.254772094,3140,,,,,,1748437,,
12/16/2023,68,1611.189041,2799.501165,8,8,,,,,0.478293189,1.190241678,0.273403146,4793,,,,,,1069658,,
12/15/2023,24,1615.682186,1294.211258,5,5,,,,,0.406719341,1.263055705,0.264571021,2321,,,,,,1141727,,
12/14/2023,23,1569.963215,782.3968752,,,,,,,0.423377382,1.018219036,0.258904907,1519,,,,,,408418,,
12/13/2023,21,1563.590931,727.8411474,,,,,,,0.535523267,1.115718773,0.264571021,1629,,,,,,306209,,
12/12/2023,15,1559.085488,637.0830168,,,,,,,0.544201666,1.002173201,0.249125259,1399,,,,,,233944,,
12/11/2023,29,1582.659723,1061.299172,,,,,,,0.351909055,1.222089461,0.254772094,2128,,,,,,612063,,
12/10/2023,20,1599.311806,821.1432159,,,,,,,0.331849443,1.073439925,0.246066804,1847,,,,,,879155,,
12/9/2023,23,1634.546164,1252.730478,10,10,,,,,0.449696806,1.180396422,0.254772094,2319,,,,,,1444296,,
12/8/2023,43,1660.926363,1896.479212,9,9,,,,,0.459227459,1.223467159,0.254772094,3328,,,,,,1727905,61928,
12/7/2023,39,1642.79917,1697.027146,5,5,,,,,0.53167099,1.175351227,0.250033366,2997,,,,,,1576670,,
12/6/2023,25,1613.755817,739.9411153,,,,,,,0.446914172,0.851017183,0.264571021,1476,,,,,,1110829,,
12/5/2023,13,1544.5,434.5105569,,,,,,,0.352261536,0.713369789,0.293967772,920,,,,,,,,
12/4/2023,16,1580.480014,588.8900885,,,,,,,0.371455257,1.005284459,0.251841579,1337,,,,,,577101,,
12/3/2023,40,1672.301099,1063.422599,11,11,,,,,0.379820011,1.150570772,0.261895977,2379,,,,731199,,1269149,,
12/2/2023,31,1579.917602,1100.704134,,,,,,,0.467745235,1.092181806,0.274369947,2372,,,,,,568081,,
12/1/2023,24,1624.570953,1250.002454,9,9,,,,,0.443521786,1.291022038,0.254772094,2213,,,,,,1284299,,
11/30/2023,6,1552.776128,234.7847837,,,,,,,0.328490696,0.511248349,0.293655832,613,,,,,,132745,,
11/29/2023,9,1553.082248,336.299164,,,,,,,0.392284646,0.804167236,0.254772094,921,,,,,,137655,,
11/28/2023,26,1606.142049,903.2541788,,,,,,,0.398758541,1.130955513,0.253273775,1812,,,,,,988708,,
11/27/2023,11,1574.150731,449.7601269,,,,,,,0.487816119,0.866086257,0.264571021,1102,,,,,,475584,,
11/26/2023,37,1658.041279,2028.244408,15,15,,,,,0.471733736,1.257986264,0.250017378,3704,,,,,,1821147,,
11/25/2023,12,1574.366273,464.8605202,,,,,,,0.506555346,0.857841876,0.282322018,1080,,,,,,479041,,
11/24/2023,27,1616.610836,958.2335813,,,,,,,0.594767201,1.110707778,0.252503983,2088,,,,,,1156622,,
11/23/2023,12,1572.676182,491.9792074,,,,,,,0.339004615,0.819105327,0.274369947,1098,,,,,,451932,,
11/22/2023,14,1570.98328,617.0241876,,,,,,,0.411523297,0.885498984,0.268872966,1391,,,,,,424779,,
11/21/2023,12,1577.922416,498.3871451,,,,,,,0.310549459,0.944990664,0.254772094,1211,,,,,,536079,,
11/20/2023,13,1581.126356,468.1071495,,,,,,,0.333241412,0.846897159,0.284168874,934,,,,,,587469,,
11/19/2023,37,1642.471855,1461.675089,10,10,,,,,0.570465233,1.169722673,0.264571021,2644,,,,,,1571421,,
11/18/2023,20,1590.896757,685.3136579,,,,,,,0.472358092,1.113638516,0.274369947,1715,,,,,,744181,,
11/17/2023,18,1576.388419,730.5341562,,,,,,,0.377347683,0.763552703,0.274369947,1618,,,,,,511475,,
11/16/2023,11,1562.667436,391.3678415,,,,,,,0.478107735,0.891685892,0.274369947,1026,,,,,,291397,,
11/15/2023,11,1569.68881,452.9420367,,,,,,,0.433536215,1.03101552,0.254772094,1005,,,,,,404017,,
11/14/2023,22,1595.327023,764.1383773,,,,,,,0.388992983,0.973020322,0.26381726,1483,,,,,,815241,,
11/13/2023,17,1566.541175,741.6611163,,,,,,,0.449685094,1.188554899,0.284168874,1474,,,,,,353531,,
11/12/2023,18,1595.18068,781.9717858,2,2,,,,,0.413421363,1.176874122,0.264571021,1639,,,,,,812893,,
11/11/2023,43,1673.925062,2035.244838,15,15,,,,,0.511152045,1.247346224,0.264571021,3616,,,,,,2075916,,
11/10/2023,25,1608.582777,1203.434084,8,8,,,,,0.429372682,1.17800214,0.254772094,2261,,,,,,1027856,,
11/9/2023,9,1589.980893,306.9725134,,,,,,,0.436459012,0.721653807,0.264571021,698,,,,,,729491,,
11/8/2023,4,1557.436185,174.4881985,,,,,,,0.311687227,0.774959053,0.254772094,419,,,,,,207490,,
11/7/2023,51,1634.10446,1821.474275,,,,,,,0.565790599,1.228587409,0.264571021,3367,,,,,,1437211,,
11/6/2023,11,1558.105034,370.1581621,,,,,,,0.338635149,0.808158902,0.254772094,984,,,,,,218218,,
11/5/2023,33,1609.6596,1293.508671,1,1,,,,,0.482088819,1.193493328,0.293967787,2613,,,,,,1045127,,
11/4/2023,47,1635.62638,1832.453377,2,2,,,,,0.533065016,1.32287438,0.284627902,3440,,,,,,1461622,,
11/3/2023,14,1575.036604,529.8643956,,,,,,,0.358169929,1.193740513,0.264571021,1289,,,,,,489792,,
11/2/2023,85,1796.900288,3954.913414,20,20,,,,,0.614721762,1.274400385,0.254772094,6777,,,,,,4048375,,
11/1/2023,39,1595.168609,1193.581344,,,,,,,0.41487877,1.012735002,0.254772094,2465,,,,,,812700,,
10/31/2023,7,1561.813939,312.7104416,,,,,,,0.448535939,1.002753163,0.254772094,647,,,,,,277707,,
10/30/2023,8,1557.047021,283.2553364,,,,,,,0.34798658,0.592115238,0.254640053,694,,,,,,201248,,
10/29/2023,52,1632.139776,1993.783114,9,9,,,,,0.400087242,1.138813065,0.254772094,3682,,,,,,1405700,,
10/28/2023,35,1683.259148,1565.88239,8,8,,,,,0.490827766,1.188380902,0.253090803,2866,,,,,,1923770,133989,
10/27/2023,19,1603.102433,1060.362407,8,8,,,,,0.5583462,1.165407224,0.254772094,1955,,,,,,939954,,
10/26/2023,22,1576.241816,799.4654919,,,,,,,0.405619613,1.142656101,0.254772094,1535,,,,,,509123,,
10/25/2023,39,1653.361161,1896.691654,11,11,,,,,0.411267575,1.174477821,0.254772094,3367,,,,,,1746080,,
10/24/2023,41,1612.471495,1693.193167,5,5,,,,,0.502212488,1.144153746,0.264571021,3157,,,,,,1090230,,
10/23/2023,5,1556.905371,321.1953307,,,,,,,0.52525766,0.830116389,0.254772094,859,,,,,,198976,,
10/22/2023,61,1721.332338,2776.971393,15,15,,,,,0.44076518,1.247003509,0.254772094,5061,,,,,,2836304,,
10/21/2023,26,1603.329427,965.4559598,1,1,,,,,0.336166032,1.152053174,0.274369947,2008,,,,,,943594,,
10/20/2023,24,1567.257374,884.8343267,,,,,,,0.520471914,1.231461052,0.254772094,1774,,,,,,365017,,
10/19/2023,11,1574.794812,566.9618021,,,,,,,0.378002092,1.153300944,0.254772094,1197,,,,,,485914,,
10/18/2023,10,1567.54048,371.733383,,,,,,,0.411910314,0.844765741,0.264571021,784,,,,,,369558,,
10/17/2023,13,1561.085737,488.0763342,,,,,,,0.404690505,1.149323441,0.254772094,1021,,,,,,266027,,
10/16/2023,24,1613.543183,1038.628966,,,,,,,0.427676552,1.204795292,0.253788073,2077,,,,,,1107418,,
10/15/2023,25,1554.939537,760.2790457,,,,,,,0.536585397,1.019118532,0.293967776,1565,,,,,,167445,,
10/14/2023,29,1587.016204,1235.88807,6,6,,,,,0.406980217,1.20549714,0.254772094,2406,,,,,,681938,,
10/13/2023,14,1580.758435,500.0391372,1,1,,,,,0.42818336,1.206011253,0.284168874,1034,,,,,,581568,,
10/12/2023,5,1565.367914,304.5506416,,,,,,,0.388086012,0.658751433,0.264571021,680,,,,,,334711,,
10/11/2023,13,1566.064779,424.1931588,,,,,,,0.409956118,1.084767188,0.261545521,989,,,,,,345521,,
10/10/2023,8,1557.12726,383.8341682,,,,,,,0.469380676,0.91140563,0.274369947,875,,,,,,202535,,
10/9/2023,9,1567.513902,468.9882566,,,,,,,0.357940945,0.880884837,0.264571021,964,,,,,,369132,,
10/8/2023,8,1553.904592,325.3015204,,,,,,,0.330980541,0.733023751,0.254772094,844,,,,,,150845,,
10/7/2023,41,1610.634512,1882.181779,4,4,,,,,0.512525414,1.278485778,0.254675068,3297,,,,,,1060765,,
10/6/2023,10,1548.256475,305.7265128,,,,,,,0.398890469,0.752385596,0.254772094,667,,,,,,60252,,
10/5/2023,99,1802.245768,3819.838838,14,14,,,,,0.432144142,1.386399274,0.245382141,6674,,,,,,4134117,,
10/2/2023,73,1698.25879,3156.110731,14,14,,,,,0.46565957,1.219676283,0.254772094,5690,,,,,,2066489,177430,
10/1/2023,47,1669.711979,2518.009547,22,22,,,,,0.530169512,1.234987684,0.264571021,4267,,,,,,2008338,,
9/30/2023,47,1635.517547,2182.000626,10,10,,,,,0.501854116,1.29499244,0.275635046,3951,,,,,,1459878,,
9/29/2023,15,1576.641641,519.139683,,,,,,,0.586696888,0.862538443,0.256615934,1174,,,,,,341094,77431,
9/28/2023,15,1562.167814,624.9573534,,,,,,,0.427988942,1.041984936,0.264571021,1448,,,,,,283384,,
9/27/2023,16,1562.452889,492.8617289,,,,,,,0.474543229,0.901746337,0.254772094,1080,,,,,,287955,,
9/26/2023,21,1577.036704,667.8041154,,,,,,,0.517124594,0.815415646,0.274369947,1283,,,,,,521873,,
9/25/2023,8,1588.347489,287.818826,,,,,,,0.462666793,0.82601604,0.274369947,746,,,,,,703292,,
9/24/2023,31,1602.987115,1398.446774,8,8,,,,,0.399023596,1.257098559,0.285405648,2524,,,,,,938105,,
9/23/2023,41,1686.060508,2071.010436,14,14,,,,,0.424154238,1.247537944,0.272444671,3713,,,,,,2270559,,
9/22/2023,8,1544.5,295.9080482,,,,,,,0.656701425,0.941899141,0.274369947,635,,,,,,,,
9/21/2023,20,1589.962041,638.7041034,,,,,,,0.404662801,1.182991524,0.258132882,1362,,,,,,729188,,
9/20/2023,16,1565.221244,599.5290636,,,,,,,0.540452224,1.137927281,0.292049876,1288,,,,,,332359,,
9/19/2023,24,1572.176345,838.4408412,,,,,,,0.445926999,0.977163224,0.251645586,1681,,,,,,443915,,
9/18/2023,7,1548.245066,315.3526432,,,,,,,0.30692957,1.037952477,0.280503627,595,,,,,,60069,,
9/17/2023,20,1574.560126,675.2221415,,,,,,,0.415558625,1.135563291,0.284168874,1506,,,,,,482150,,
9/16/2023,65,1729.10311,2352.906883,17,17,,,,,0.5132286,1.655999142,0.254772094,4310,,,,595520,,2325094,,
9/15/2023,36,1618.291802,1369.368709,,,,,,,0.503532711,1.206616193,0.254772094,2696,,,,,,1183584,,
9/14/2023,25,1585.188885,813.8129696,,,,,,,0.381277959,0.88856628,0.257866489,1653,,,,,,652631,,
9/13/2023,22,1569.130677,837.5923004,,,,,,,0.422839675,0.843934376,0.264571021,1675,,,,,,395064,,
9/12/2023,5,1544.5,186.3755857,,,,,,,0.293967795,0.293967812,0.293967782,583,,,,,,,,
9/11/2023,16,1567.619791,521.3813347,,,,,,,0.525301819,1.079291856,0.293967782,1353,,,,,,370830,,
9/10/2023,164,1603.049612,5751.737967,2,2,,,,,0.566458706,1.34495324,0.254772094,10692,,,,,,939107,,
9/9/2023,77,1638.292435,2942.458699,,,,,,,0.493371591,1.172213616,0.254772094,6089,,,,,,1504386,,
9/8/2023,70,1760.69059,2737.379996,11,11,,,,,0.451088475,1.265445809,0.264571021,4884,,,,,,3467590,,
9/7/2023,10,1568.979476,443.2196848,,,,,,,0.40511167,1.073266274,0.264571021,976,,,,,,392639,,
9/6/2023,14,1577.77268,545.2677436,,,,,,,0.440882738,1.159141056,0.254772094,1173,,,,,,533678,,
9/5/2023,3,1552.143752,147.4339763,,,,,,,0.347068944,0.597406223,0.293967771,447,,,,,,122602,,
9/4/2023,70,1605.91096,2860.175907,5,5,,,,,0.495172702,1.32331689,0.251258812,5497,,,,,,985002,,
9/3/2023,35,1608.593833,1654.678519,9,9,,,,,0.454945625,1.167826761,0.257725203,3225,,,,,,1028033,,
9/2/2023,53,1745.465277,2401.758236,4,4,,,,,0.561740413,1.226888169,0.254772094,4506,,,,,,3223384,,
9/1/2023,56,1716.204026,1620.697872,31,31,,,,,0.40307815,1.152053029,0.251128281,2909,,,,1371143,,1290048,,
8/31/2023,23,1614.052272,1221.166675,5,5,,,,,0.43407714,1.158677419,0.264571021,2397,,,,,,1115584,,
8/30/2023,17,1592.692678,642.0838181,,,,,,,0.416546536,1.121114821,0.264571021,1453,,,,,,772987,,
8/29/2023,9,1560.524809,310.3846052,,,,,,,0.435425692,0.902631944,0.274369947,740,,,,,,257030,,
8/28/2023,9,1576.609346,308.7891793,,,,,,,0.527745861,0.756349402,0.254772094,759,,,,,,515018,,
8/27/2023,12,1570.767208,468.9861112,,,,,,,0.428895923,0.985323581,0.264571021,1198,,,,,,421313,,
8/26/2023,101,1720.947883,4676.583456,25,25,,,,,0.528761659,1.201058937,0.254772094,7836,,,,,,2830135,,
8/25/2023,20,1558.82446,640.1269271,,,,,,,0.446536885,0.938512682,0.254772094,1411,,,,,,229757,,
8/24/2023,56,1779.034482,1056.892735,29,29,,,,,0.467884057,1.165141917,0.252097672,2018,,,,1705810,,1940485,,
8/23/2023,13,1565.493603,398.2965464,,,,,,,0.349132694,0.710925758,0.264571021,853,,,,,,336727,,
8/22/2023,22,1594.29573,726.6590689,,,,,,,0.492932751,1.200953712,0.246893445,1468,,,,,,798700,,
8/21/2023,17,1565.420284,795.4384091,,,,,,,0.359439323,1.178381763,0.254772094,1593,,,,,,335551,,
8/20/2023,50,1660.579979,2180.034757,14,14,,,,,0.493464745,1.237254527,0.253420518,3883,,,,,,1861865,,
8/19/2023,50,1688.211156,2246.27448,13,13,,,,,0.463705757,1.249599127,0.264652452,4111,,,,,,2305055,,
8/18/2023,30,1644.102732,1453.811861,8,8,,,,,0.370828736,1.216906841,0.264571021,2622,,,,,,1597579,,
8/17/2023,47,1687.913344,2248.051538,16,16,,,,,0.403549536,1.393249827,0.250889288,3852,,,,,,2300279,,
8/16/2023,12,1570.745698,515.8379668,,,,,,,0.467518671,1.213712186,0.254772094,1044,,,,,,420968,,
8/15/2023,14,1582.25871,585.0337842,,,,,,,0.452178685,0.758478285,0.254772081,1206,,,,,,605631,,
8/14/2023,10,1569.510419,375.3585282,,,,,,,0.525126331,1.034079452,0.293967778,997,,,,,,401155,,
8/13/2023,29,1623.615722,1359.722184,10,10,,,,,0.644923948,1.205992286,0.274369947,2570,,,,,,1268977,,
8/12/2023,33,1627.246379,1245.480181,,,,,,,0.408900135,1.174301976,0.254772094,2472,,,,,,1327211,,
8/11/2023,25,1590.20022,774.359011,,,,,,,0.346052134,0.78448467,0.254772094,1796,,,,,,733009,,
8/10/2023,39,1575.056397,1279.490344,1,1,,,,,0.438275491,1.226459698,0.264571021,2491,,,,,,490111,,
8/9/2023,8,1552.74321,434.8345477,,,,,,,0.355610453,0.815444662,0.254772094,940,,,,,,132217,,
8/8/2023,22,1606.903132,880.5913431,,,,,,,0.449065165,1.273702314,0.284168874,1608,,,,,,1000916,,
8/7/2023,29,1612.210498,1264.981226,5,5,,,,,0.397747198,1.261296796,0.254772094,2471,,,,,,1086044,,
8/6/2023,43,1558.843782,1823.452618,,,,,,,0.587667268,1.217558417,0.254772094,3367,,,,,,230067,,
8/5/2023,97,1754.505703,3415.53013,,,,,,,0.465193942,1.109377701,0.254772094,6212,,,,,,3368388,,
8/4/2023,2,1544.5,57.02975334,,,,,,,0.617438188,0.681006488,0.293967795,245,,,,,,,,
